smiles,logSolubility
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03
Fc1cccc(F)c1,-2.0
CCCOC(=O)C,-0.72
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.6129999999999995
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
CCC=C,-1.94
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22
BrCBr,-1.17
CCC1CCCCC1,-4.25
CCCCCCC(=O)OCC,-2.74
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
CCCCCCCCCCCCCCCCCCO,-8.4
c1ccoc1,-0.82
Sc1nccc(=O)[nH]1,-2.273
CCC(O)(CC)CC,-0.85
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
BrC(Br)(Br)Br,-3.14
ClCC,-1.06
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.6919999999999997
CCCCOC=O,-1.37
CCCCS,-2.18
CC(C)CO,0.1
Nc1ccc(cc1)N(=O)=O,-2.37
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.73
CNc1ccccc1,-1.28
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376
CCCCOC(=O)c1ccc(N)cc1,-3.082
CC(C)=CCCC(O)(C)C=C,-1.99
Clc1cc(Cl)cc(Cl)c1,-4.48
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.39
Cc1cc(C)c(C)c(C)c1C,-4.0
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.4930000000000003
CCC(=O)C,0.52
Nc1ccc(cc1)S(N)(=O)=O,-1.34
CCC#C,-1.24
C=C,-0.4
CCNC(=S)NCC,-1.46
COc2ncc1nccnc1n2,-1.11
CC(C)C1CCC(C)CC1O,-2.53
CC(=C)C(=C)C,-2.4
CCOC(=O)CC(=O)OCC,-0.82
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
COC(=O)c1ccc(O)cc1,-1.827
CCCCCl,-2.03
CCOc1ccc(NC(N)=O)cc1,-2.17
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21
c1cC2C(=O)NC(=O)C2cc1,-2.932
Fc1ccccc1Br,-2.7
CC12CCC(CC1)C(C)(C)O2,-1.74
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106
c2ccc1NCCc1c2,-1.04
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O,-0.77
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O,-5.4
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47
CCCCCCCCCCCCCCCCO,-7.0
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.284
CCI,-1.6
CCC(C)(C)C,-3.55
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,-3.38
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,-4.65
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6
c1ccc2c(c1)sc3ccccc23,-4.38
O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,-4.19
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96
CSC,-0.45
Clc1ccccc1c2ccccc2Cl,-5.27
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,-3.43
CCN2c1ccccc1N(C)C(=O)c3cccnc23,-3.324
CCc1ccc2ccccc2c1,-4.29
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716
C=CCC=C,-2.09
C1Cc2cccc3cccc1c23,-4.63
CBr,-0.79
COc2cnc1cncnc1n2,-0.91
Nc1cc(nc(N)n1=O)N2CCCCC2,-1.989
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
ClC(Cl)(Cl)N(=O)=O,-2.0
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23,-3.043
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9
CC#N,0.26
CCC(C)Cl,-1.96
OCC(O)CO,1.12
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CI,-1.0
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C,-3.59
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,-5.64
CN(C)C(=O)NC1CCCCCCC1,-2.218
CC(C)CC(C)(C)C,-4.74
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
Cc1ccc(cc1)c2ccccc2,-4.62
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896
CCCCCC1CCCC1,-6.08
CCSCc1ccccc1OC(=O)NC,-2.09
COc1ccccc1N(=O)=O,-1.96
CCCCCCCCCCCC(=O)OC,-4.69
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,-5.66
OCCCC=C,-0.15
CC(C)C,-2.55
CCOc1ccccc1,-2.33
Clc1cc(Cl)c(Cl)cc1Cl,-5.56
CCc1ccccn1,0.51
Nc1nc[nH]n1,0.522
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
CCC(O)CC,-0.24
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742
Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.82
Clc1ccc(cc1)N(=O)=O,-2.92
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8
CN(=O)=O,0.26
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478
CCCCC(C)O,-0.89
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01
CCCCCCCC=C,-5.05
CCCC(=O)CC,-0.83
CC1=CC(=O)CC(C)(C)C1,-1.06
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004
CCCOC(=O)CC,-0.82
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
C1CCC=CCC1,-3.18
ClCC(Cl)Cl,-1.48
C1CC=CC1,-2.1
Clc1ccccc1N(=O)=O,-2.55
Clc1cccc(Br)c1,-3.21
CCOC(=O)c1ccc(O)cc1,-2.35
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-6.57
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
CCCCCCCCCCCCCCO,-5.84
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735
CCCCCCCC(C)O,-2.74
CN(C)C(=S)SSC(=S)N(C)C,-3.9
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19
CC(=O)Nc1nnc(s1)S(N)(=O)=O,-2.36
CCCCC(=O)OCC,-2.25
CCCCC(CC)CO,-2.11
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.37
Nc3ccc2cc1ccccc1cc2c3,-5.17
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
Clc1ccccc1Cl,-3.05
COc2c1occc1cc3ccc(=O)oc23,-3.664
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23,-5.36
CCCc1ccccc1,-3.37
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
CCCCSP(=O)(SCCCC)SCCCC,-5.14
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
Oc1cc(Cl)c(Cl)cc1Cl,-2.21
Clc1ccc2ccccc2c1,-4.14
Oc1c(Br)cc(C#N)cc1Br,-3.33
c1ccc2ncccc2c1,-1.3
CCO,1.1
O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.523
Nc1ccccc1N(=O)=O,-1.96
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,-4.445
Nc1ccc(Cl)cc1,-1.66
c1(O)c(C)ccc(C(C)C)c1,-2.08
Cc1ccc(O)c(C)c1,-1.19
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-3.93
CCCCCCCC,-5.24
CCNc1ccccc1,-1.7
CC(C)CC(C)C,-4.26
CC(C)Cl,-1.41
NC(=O)N,0.96
Clc1ccc(cc1)c2cccc(Cl)c2Cl,-6.29
CCCCCCCC(=O)C,-2.58
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88
c1c(Br)ccc2ccccc12,-4.4
CCC1(CCC(=O)NC1=O)c2ccccc2,-2.3369999999999997
CC(C)c1ccccc1,-3.27
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11
CCOP(=S)(OCC)SCSCC,-4.11
C/C=C/C=O,0.32
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53
CSSC,-1.44
c1ccc2c(c1)ccc3ccccc32,-5.26
O=C2NC(=O)C1(CCCCCC1)C(=O)N2,-3.168
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11
C1CCCCC1,-3.1
Cc1c2ccccc2cc3ccccc13,-5.89
CC(=C)C1CC=C(C)C(=O)C1,-2.06
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862
Brc1cccc(Br)c1,-3.54
CCCOC(C)C,-1.34
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.85
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
CCCCCOC(=O)C,-1.89
CCCCCCCCl,-4.0
CC(C)CCCO,-1.14
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
CCCCCCl,-2.73
CC(C)CCOC(=O)C,-1.92
Clc1cccc(Cl)c1c2ccccc2,-5.21
Oc1ccc(C=O)cc1,-0.96
CCC(C)(O)CC,-0.36
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32
COc1ccc(Cl)cc1,-2.78
NC(=S)Nc1ccccc1,-1.77
OCc1ccccc1,-0.4
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-7.8
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.4319999999999995
COC(=O)C,0.46
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239
Cc1c[nH]c2ccccc12,-2.42
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.63
CC(=O)Nc1ccc(O)cc1,-1.03
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.4989999999999997
CCCCc1c(C)nc(nc1O)N(C)C,-2.24
c1ccc2cnccc2c1,-1.45
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59
Cc1ccc(C)c2ccccc12,-4.14
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.6
Cc1ccccc1C,-2.8
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
CCCC#C,-1.64
c1ccc2c(c1)[nH]c3ccccc32,-5.27
COC=O,0.58
CCCCCOC(=O)CC,-1.28
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
Brc1cc(Br)c(Br)cc1Br,-6.98
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402
CC(=O)Nc1ccc(Br)cc1,-3.083
CCCOCC,-0.66
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696000000000001
C1OC(O)C(O)C(O)C1O,0.39
c1ccsc1,-1.33
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349
CCCCCC,-3.84
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,-4.31
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66
Clc1ccccc1,-2.38
CCC(C)O,0.47
CCCCOCCCC,-1.85
CCCCC=C,-3.23
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64
OCC1OC(O)C(O)C(O)C1O,0.74
CCCCC(C)(C)O,-1.08
c1cnc2c(c1)ccc3ncccc23,-2.68
Fc1c[nH]c(=O)[nH]c1=O,-1.077
CCCCCCCCC=C,-5.51
O=N(=O)c1ccccc1N(=O)=O,-3.1
C1c2ccccc2c3ccc4ccccc4c13,-6.68
CCc1ccc(C)cc1,-3.11
Fc1cccc(Br)c1,-2.67
CCCCCCC#C,-3.66
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43
Cc1cc(C)c(C)cc1C,-4.59
ClC=C(Cl)Cl,-1.96
CC(C)C(C)O,-0.18
CCCCOCCO,-0.42
Oc1cccc2ncccc12,-2.54
CCC(CC)C=O,-1.52
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.596
CCCCCCCCCC(C)O,-2.94
CCCCOC,-0.99
CCOC=O,0.15
Cc2cccc3sc1nncn1c23,-2.07
Cc1ccc(O)cc1,-0.73
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,-0.364
c1ccccc1NC(=O)c2c(O)cccc2,-3.59
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785
CC(C)c1ccc(C)cc1,-3.77
Cc1cc(C)c(O)c(C)c1,-2.05
O=N(=O)c1cccc2ccccc12,-3.54
Oc1ccc(Br)cc1,-1.09
C=CC=C,-1.87
CCBr,-1.09
O=C1NC(=O)C(=O)C(=O)N1,-1.25
ClC(Cl)C(Cl)Cl,-1.74
CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.706
Cc2cnc1cncnc1n2,-0.8540000000000001
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
CCCCCC=C,-3.73
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,-3.36
CCCCCCCCC,-5.88
N#Cc1ccccc1,-1.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337000000000001
O=C(Nc1ccccc1)Nc2ccccc2,-3.15
CC(C)C(O)C(C)C,-1.22
CCCCCBr,-3.08
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953
CCCCCCCCC(=O)OCC,-3.8
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,-2.523
CC(C)CC(C)O,-0.8
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
Cc1cccc2ccccc12,-3.7
CCC(C)CC,-3.68
CC(Cl)Cl,-1.29
C=CCCC=C,-2.68
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,-3.05
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7
Ic1ccccc1,-3.01
CCCCCC(C)O,-1.55
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
NC(=O)CCl,-0.02
CCCC(C)(C)O,-0.49
CCCC(C)(COC(N)=O)COC(N)=O,-1.807
CCC(C)CO,-0.47
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,-4.76
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-1.601
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624
C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15
C=CCS(=O)SCC=C,-0.83
CCCCCCCCCCCCO,-4.8
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,-2.73
CCc1ccccc1C,-3.21
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C,-4.3
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,-3.19
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39
CCCCCCCCCCCCCCCO,-6.35
FC(F)(Cl)C(F)(F)Cl,-2.74
ClCCCl,-1.06
CCCCCCCCCCCCCCCCCCCC,-8.172
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
Nc1cc[nH]c(=O)n1,-1.155
CC1(C)C2CCC1(C)C(O)C2,-2.32
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-4.632
COc1ccccc1OCC(O)COC(N)=O,-0.985
Cc1cccc(C)c1O,-1.29
O=C1c2ccccc2C(=O)c3ccccc13,-5.19
CN(C)C(=O)C,1.11
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.805
OCC1OC(O)(CO)C(O)C1O,0.64
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
Oc1ccc2ccccc2c1,-2.28
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.56
Clc1ccccc1Br,-3.19
Oc1ccc(cc1)c2ccccc2,-3.48
c1(O)cc(O)ccc1CCCCCC,-2.59
CCCCCCC(C)O,-2.09
OC1C(O)C(O)C(O)C(O)C1O,0.35
CC(C)N(=O)=O,-0.62
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11
CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253
COc1ccccc1O,-1.96
CCC(C)(C)CC,-4.23
CCCCCC=O,-1.3
CCCC/C=C/C,-3.82
CCCC(C)(C)CO,-1.52
CC(C)CC(C)(C)O,-0.92
CCCCCCO,-1.24
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
Nc1nc(O)nc2nc[nH]c12,-3.401
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
ClCCl,-0.63
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0
c2cnc1ncncc1n2,0.02
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl,-7.92
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.51
Clc1ccccc1c2ccccc2,-4.54
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.523
Oc1cccc(O)c1,0.81
ClCBr,-0.89
CC(C)COC(=O)C,-1.21
Oc2ccc1ncccc1c2,-2.16
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,-4.9
COC(=O)c1cc(O)c(O)c(O)c1,-1.24
CC(C)C(=O)C(C)C,-1.3
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.29
CCC(C)(C)O,0.15
N(c1ccccc1)c2ccccc2,-3.5039999999999996
Clc1cccc2ccccc12,-3.93
CCOC(C)OCC,-0.43
CCOC(=O)N,0.85
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.84
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39
Nc3cc2c1ccccc1ccc2c4ccccc34,-6.2
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,-2.647
CCCC(C)CO,-1.11
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-7.28
CC2=CC(=O)c1ccccc1C2=O,-3.03
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,-1.95
CC1CCCC1,-3.3
COc2c1occc1c(OC)c3c(=O)cc(C)oc23,-3.0210000000000004
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-5.292999999999999
CC(C)C(C)(C)C,-4.36
CCCCCCCCCCO,-3.63
CCC(C)CCO,-0.71
CCCCCCC(=O)C,-2.05
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2,-2.84
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
CO,1.57
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8
O=N(=O)c1ccc(cc1)N(=O)=O,-3.39
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,-4.743
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8
CCC=O,0.58
CN(C)C(=O)Nc1ccccc1,-1.6
ClCCC#N,-0.29
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536
c1ccnnc1,1.1
Oc1cccc(c1)N(=O)=O,-1.01
O(c1ccccc1)c2ccccc2,-3.96
CC(O)C(C)(C)C,-0.62
Nc1cccc2ccccc12,-1.92
CCCCCCC,-4.53
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,-3.928
CCCCCCCC#C,-4.24
CCCC(=O)OCC,-1.36
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88
Clc1ccc(I)cc1,-4.03
